unitid,year,fips,number_applied,number_admitted,number_enrolled_ft,number_enrolled_pt,number_enrolled_total,sex,yield
102234,2010,1,3076,1643,254,3,257,2,0.534135240572172
102234,2010,1,4779,2536,397,4,401,99,0.530654948734045
102261,2010,1,13,11,7,0,7,1,0.846153846153846
102261,2010,1,10,9,5,0,5,2,0.9
102261,2010,1,23,20,12,0,12,99,0.869565217391304
102270,2010,1,1383,643,166,9,175,1,0.464931308749096
102270,2010,1,2193,1093,186,12,198,2,0.498404012767898
102270,2010,1,3576,1736,352,21,373,99,0.485458612975392
102368,2010,1,2737,1815,805,520,1325,1,0.663134819145049
102368,2010,1,3501,2521,1192,806,1998,2,0.720079977149386
102368,2010,1,6238,4336,1997,1326,3323,99,0.695094581596666
102377,2010,1,1104,607,279,0,279,1,0.54981884057971
102377,2010,1,1508,953,409,1,410,2,0.631962864721485
102377,2010,1,2612,1560,688,1,689,99,0.597243491577335
102669,2010,2,498,154,8,0,8,1,0.309236947791165
102669,2010,2,1069,373,19,0,19,2,0.348924228250702
102669,2010,2,1581,529,27,0,27,99,0.334598355471221
102711,2010,2,976,383,93,237,330,1,0.392418032786885
102711,2010,2,492,103,50,23,73,2,0.209349593495935
102711,2010,2,1468,486,143,260,403,99,0.331062670299728
103644,2010,4,852,337,96,168,264,1,0.395539906103286
103644,2010,4,1184,572,172,225,397,2,0.483108108108108
103644,2010,4,2036,909,268,393,661,99,0.446463654223969
103893,2010,4,74,74,57,0,57,1,1
103893,2010,4,343,343,269,0,269,2,1
103893,2010,4,417,417,326,0,326,99,1
103909,2010,4,94,94,68,0,68,1,1
103909,2010,4,397,397,285,0,285,2,1
103909,2010,4,491,491,353,0,353,99,1
103927,2010,4,81,81,70,0,70,1,1
103927,2010,4,271,271,210,0,210,2,1
103927,2010,4,352,352,280,0,280,99,1
104151,2010,4,13807,12235,4064,457,4521,1,0.88614470920547606
104151,2010,4,14497,13381,4197,626,4823,2,0.92301855556322
104151,2010,4,28304,25616,8261,1083,9344,99,0.905031091011871
104179,2010,4,12790,9371,3174,116,3290,1,0.73268178264269
104179,2010,4,13839,10697,3630,112,3742,2,0.77296047402269
104179,2010,4,26629,20068,6804,228,7032,99,0.753614480453641
104531,2010,4,419,277,180,77,257,1,0.66109785202864
104531,2010,4,157,116,58,37,95,2,0.738853503184713
104531,2010,4,576,393,238,114,352,99,0.682291666666667
104586,2010,4,1168,948,289,1,290,1,0.811643835616438
104586,2010,4,271,231,63,1,64,2,0.85239852398524
104586,2010,4,1439,1179,352,2,354,99,0.819318971507992
104717,2010,4,808,808,255,360,615,1,1
104717,2010,4,2032,2032,491,1167,1658,2,1
104717,2010,4,2840,2840,746,1527,2273,99,1
105163,2010,4,148,49,33,16,49,1,0.331081081081081
105163,2010,4,58,17,13,4,17,2,0.293103448275862
105163,2010,4,206,66,46,20,66,99,0.320388349514563
105172,2010,4,198,86,74,12,86,1,0.434343434343434
105172,2010,4,69,35,26,9,35,2,0.507246376811594
105172,2010,4,367,121,100,21,121,99,0.329700272479564
105330,2010,4,12318,7974,1556,141,1697,1,0.647345348270823
105330,2010,4,19455,12750,2233,202,2435,2,0.655358519660756
105330,2010,4,31773,20724,3789,343,4132,99,0.652251912000755
105589,2010,4,140,139,42,0,42,1,0.992857142857143
105589,2010,4,223,222,34,0,34,2,0.995515695067265
105589,2010,4,363,361,76,0,76,99,0.994490358126722
105899,2010,4,111,77,41,1,42,1,0.693693693693694
105899,2010,4,101,67,30,2,32,2,0.663366336633663
105899,2010,4,212,144,71,3,74,99,0.679245283018868
106245,2010,5,800,705,287,10,297,1,0.88125
106245,2010,5,1320,1146,387,17,404,2,0.868181818181818
106245,2010,5,2120,1851,674,27,701,99,0.87311320754717
106342,2010,5,409,301,103,0,103,1,0.735941320293399
106342,2010,5,701,448,114,0,114,2,0.639087018544936
106342,2010,5,1110,749,217,0,217,99,0.674774774774775
106397,2010,5,6503,3990,1850,18,1868,1,0.613562970936491
106397,2010,5,7516,4478,1930,12,1942,2,0.595795635976583
106397,2010,5,14019,8468,3780,30,3810,99,0.604037377844354
106412,2010,5,2107,688,388,10,398,1,0.326530612244898
106412,2010,5,2881,817,393,11,404,2,0.283582089552239
106412,2010,5,4988,1505,781,21,802,99,0.301724137931034
106458,2010,5,1962,1285,766,26,792,1,0.654943934760449
106458,2010,5,2510,1736,899,25,924,2,0.691633466135458
106458,2010,5,4472,3021,1665,51,1716,99,0.675536672629696
106467,2010,5,1701,1548,862,67,929,1,0.91005291005291
106467,2010,5,1920,1743,824,72,896,2,0.9078125
106467,2010,5,3621,3291,1686,139,1825,99,0.908864954432477
106546,2010,5,21,16,12,0,12,1,0.761904761904762
106546,2010,5,73,49,37,0,37,2,0.671232876712329
106546,2010,5,94,65,49,0,49,99,0.691489361702128
106704,2010,5,1600,1485,730,18,748,1,0.928125
106704,2010,5,2221,2110,1023,6,1029,2,0.95002251238181
106704,2010,5,3821,3595,1753,24,1777,99,0.940853179795865
106713,2010,5,119,73,66,2,68,1,0.61344537815126
106713,2010,5,132,89,85,0,85,2,0.674242424242424
106713,2010,5,251,162,151,2,153,99,0.645418326693227
107044,2010,5,959,684,484,2,486,1,0.713242961418144
107044,2010,5,1056,780,506,2,508,2,0.738636363636364
107044,2010,5,2015,1464,990,4,994,99,0.726550868486352
107071,2010,5,1431,871,379,5,384,1,0.608665269042628
107071,2010,5,1808,1156,424,9,433,2,0.639380530973451
107071,2010,5,3239,2027,803,14,817,99,0.625810435319543
107080,2010,5,658,523,166,0,166,1,0.79483282674772
107080,2010,5,896,765,238,0,238,2,0.853794642857143
107080,2010,5,1554,1288,404,0,404,99,0.828828828828829
107123,2010,5,15,12,12,0,12,1,0.8
107123,2010,5,51,33,33,0,33,2,0.647058823529412
107123,2010,5,66,45,45,0,45,99,0.681818181818182
107141,2010,5,410,304,147,0,147,1,0.741463414634146
107141,2010,5,623,428,175,0,175,2,0.686998394863563
107141,2010,5,1033,732,322,0,322,99,0.708615682478219
107512,2010,5,920,532,207,0,207,1,0.578260869565217
107512,2010,5,929,629,244,0,244,2,0.677072120559742
107512,2010,5,1849,1161,451,0,451,99,0.627906976744186
107558,2010,5,347,323,90,0,90,1,0.930835734870317
107558,2010,5,510,491,114,0,114,2,0.962745098039216
107558,2010,5,857,814,204,0,204,99,0.949824970828471
107600,2010,5,715,510,48,1,49,1,0.713286713286713
107600,2010,5,1330,945,128,2,130,2,0.710526315789474
107600,2010,5,2045,1455,176,3,179,99,0.711491442542787
107877,2010,5,220,135,64,0,64,1,0.613636363636364
107877,2010,5,301,213,95,0,95,2,0.707641196013289
107877,2010,5,521,348,159,0,159,99,0.667946257197697
107983,2010,5,1032,688,293,0,293,1,0.666666666666667
107983,2010,5,1360,903,350,2,352,2,0.663970588235294
107983,2010,5,2392,1591,643,2,645,99,0.665133779264214
108092,2010,5,1716,978,601,42,643,1,0.56993006993007
108092,2010,5,2168,1296,736,43,779,2,0.597785977859779
108092,2010,5,3884,2274,1337,85,1422,99,0.585478887744593
108250,2010,6,197,74,65,9,74,1,0.375634517766497
108250,2010,6,51,18,11,7,18,2,0.352941176470588
108250,2010,6,248,92,76,16,92,99,0.370967741935484
108852,2010,6,138,73,43,0,43,1,0.528985507246377
108852,2010,6,212,120,32,0,32,2,0.566037735849057
108852,2010,6,350,193,75,0,75,99,0.551428571428571
109651,2010,6,206,126,61,0,61,1,0.611650485436893
109651,2010,6,138,104,61,0,61,2,0.753623188405797
109651,2010,6,344,230,122,0,122,99,0.668604651162791
109721,2010,6,251,237,237,0,237,1,0.944223107569721
109721,2010,6,266,168,168,0,168,2,0.631578947368421
109721,2010,6,517,405,405,0,405,99,0.783365570599613
109785,2010,6,1852,1014,344,3,347,1,0.547516198704104
109785,2010,6,3410,2076,669,6,675,2,0.608797653958944
109785,2010,6,5262,3090,1013,9,1022,99,0.587229190421893
110051,2010,6,68,40,23,0,23,1,0.588235294117647
110051,2010,6,104,66,51,1,52,2,0.634615384615385
110051,2010,6,172,106,74,1,75,99,0.616279069767442
110060,2010,6,97,39,32,7,39,1,0.402061855670103
110060,2010,6,68,28,21,7,28,2,0.411764705882353
110060,2010,6,165,69,53,14,67,99,0.418181818181818
110097,2010,6,997,743,320,2,322,1,0.745235707121364
110097,2010,6,1959,1554,564,2,566,2,0.793261868300153
110097,2010,6,2956,2297,884,4,888,99,0.777063599458728
110185,2010,6,78,75,19,11,30,1,0.961538461538462
110185,2010,6,104,101,17,12,29,2,0.971153846153846
110185,2010,6,182,176,36,23,59,99,0.967032967032967
110361,2010,6,812,542,261,4,265,1,0.667487684729064
110361,2010,6,1561,1137,555,7,562,2,0.728379244074311
110361,2010,6,2373,1679,816,11,827,99,0.707543194268858
110370,2010,6,431,316,88,1,89,1,0.733178654292343
110370,2010,6,856,660,143,1,144,2,0.771028037383178
110370,2010,6,1287,976,231,2,233,99,0.758352758352758
110404,2010,6,3685,338,133,0,133,1,0.0917232021709634
110404,2010,6,1174,272,89,0,89,2,0.231686541737649
110404,2010,6,4859,610,222,0,222,99,0.125540234616176
110413,2010,6,2542,1203,235,0,235,1,0.473249409913454
110413,2010,6,3574,1683,321,0,321,2,0.470900951315053
110413,2010,6,6116,2886,556,0,556,99,0.47187704381949
110422,2010,6,16690,5880,2047,19,2066,1,0.35230677052127
110422,2010,6,14799,5857,1773,8,1781,2,0.395769984458409
110422,2010,6,31489,11737,3820,27,3847,99,0.372733335450475
110486,2010,6,1669,1173,403,6,409,1,0.702816057519473
110486,2010,6,2684,1938,640,14,654,2,0.722056631892697
110486,2010,6,4353,3111,1043,20,1063,99,0.714679531357684
110495,2010,6,1516,506,243,48,291,1,0.33377308707124
110495,2010,6,2905,1112,555,120,675,2,0.382788296041308
110495,2010,6,4421,1618,798,168,966,99,0.365980547387469
110510,2010,6,3708,820,693,23,716,1,0.221143473570658
110510,2010,6,6250,1505,1275,26,1301,2,0.2408
110510,2010,6,9958,2325,1968,49,2017,99,0.233480618598112
110529,2010,6,10806,6486,1536,116,1652,1,0.600222098833981
110529,2010,6,9953,6245,1192,69,1261,2,0.627449010348639
110529,2010,6,20759,12731,2728,185,2913,99,0.61327616937232
110538,2010,6,6244,5013,1130,27,1157,1,0.802850736707239
110538,2010,6,7641,6285,1338,10,1348,2,0.822536317235964
110538,2010,6,13885,11298,2468,37,2505,99,0.813683831472812
110547,2010,6,3561,1948,366,31,397,1,0.547037349059253
110547,2010,6,6167,3789,703,35,738,2,0.614399221663694
110547,2010,6,9728,5737,1069,66,1135,99,0.589740953947368
110556,2010,6,6198,4368,1045,60,1105,1,0.704743465634076
110556,2010,6,7827,5722,1575,84,1659,2,0.731059154209787
110556,2010,6,14025,10090,2620,144,2764,99,0.719429590017825
110565,2010,6,12680,6967,1610,91,1701,1,0.549447949526814
110565,2010,6,17932,9898,2235,129,2364,2,0.551974124470221
110565,2010,6,30612,16865,3845,220,4065,99,0.550927740755259
110574,2010,6,3255,2312,542,9,551,1,0.710291858678956
110574,2010,6,5457,4075,878,16,894,2,0.746747297049661
110574,2010,6,8712,6387,1420,25,1445,99,0.733126721763085
110583,2010,6,18059,5472,1340,44,1384,1,0.303006811008361
110583,2010,6,27723,9071,2133,34,2167,2,0.32720124084695
110583,2010,6,45782,14543,3473,78,3551,99,0.317657594687869
110592,2010,6,8134,5188,700,61,761,1,0.637816572412097
110592,2010,6,13260,9194,1170,88,1258,2,0.693363499245852
110592,2010,6,21394,14382,1870,149,2019,99,0.672244554548004
110608,2010,6,8447,5953,1711,84,1795,1,0.704747247543507
110608,2010,6,12210,9031,2338,70,2408,2,0.73963963963964
110608,2010,6,20657,14984,4049,154,4203,99,0.725371544754805
110617,2010,6,6969,5427,1242,62,1304,1,0.778734395178648
110617,2010,6,9566,7874,1712,60,1772,2,0.823123562617604
110617,2010,6,16535,13301,2954,122,3076,99,0.804414877532507
110635,2010,6,23128,4728,1954,8,1962,1,0.204427533725355
110635,2010,6,25554,5796,2385,9,2394,2,0.22681380605776
110635,2010,6,48682,10524,4339,17,4356,99,0.216178464319461
110644,2010,6,19118,8565,1811,25,1836,1,0.448007113714824
110644,2010,6,23270,11513,2527,51,2578,2,0.494757198109153
110644,2010,6,42388,20078,4338,76,4414,99,0.473671793903935
110653,2010,6,20095,8245,1709,13,1722,1,0.41030106991789
110653,2010,6,24031,11237,2306,2,2308,2,0.467604344388498
110653,2010,6,44126,19482,4015,15,4030,99,0.441508407741468
110662,2010,6,25448,5494,1859,7,1866,1,0.215891229173216
110662,2010,6,30246,6684,2598,8,2606,2,0.220987899226344
110662,2010,6,55694,12178,4457,15,4472,99,0.218659101519015
110671,2010,6,14284,11733,1962,19,1981,1,0.821408569028283
110671,2010,6,17600,14974,2303,15,2318,2,0.850795454545455
110671,2010,6,31884,26707,4265,34,4299,99,0.837630159327562
110680,2010,6,21714,7522,1692,3,1695,1,0.346412452795432
110680,2010,6,25346,9520,2054,0,2054,2,0.375601672847787
110680,2010,6,47060,17042,3746,3,3749,99,0.362133446663833
110705,2010,6,19618,9142,2050,13,2063,1,0.466000611683148
110705,2010,6,25118,12397,2519,5,2524,2,0.493550441914165
110705,2010,6,44736,21539,4569,18,4587,99,0.481469062947067
110714,2010,6,11946,7235,1406,7,1413,1,0.605642055918299
110714,2010,6,15301,10081,1797,5,1802,2,0.658845827070126
110714,2010,6,27247,17316,3203,12,3215,99,0.635519506734686
110918,2010,6,3,3,2,1,3,1,1
110918,2010,6,5,5,4,1,5,2,1
110918,2010,6,8,8,6,2,8,99,1
111081,2010,6,736,127,71,0,71,1,0.172554347826087
111081,2010,6,932,133,80,0,80,2,0.142703862660944
111081,2010,6,1668,261,151,0,151,99,0.156474820143885
111188,2010,6,488,389,135,2,137,1,0.797131147540984
111188,2010,6,99,68,11,2,13,2,0.686868686868687
111188,2010,6,587,457,146,4,150,99,0.778534923339012
111948,2010,6,3145,1567,476,1,477,1,0.498251192368839
111948,2010,6,4911,2429,697,0,697,2,0.494603950315618
111948,2010,6,8056,3996,1173,1,1174,99,0.496027805362463
112075,2010,6,622,401,117,0,117,1,0.644694533762058
112075,2010,6,1294,820,191,0,191,2,0.633693972179289
112075,2010,6,1916,1221,308,0,308,99,0.637265135699374
112084,2010,6,165,72,34,0,34,1,0.436363636363636
112084,2010,6,224,114,34,2,36,2,0.508928571428571
112084,2010,6,389,186,68,2,70,99,0.478149100257069
112260,2010,6,1986,346,156,0,156,1,0.174219536757301
112260,2010,6,2278,383,158,0,158,2,0.168129938542581
112260,2010,6,4264,729,314,0,314,99,0.170966228893058
112312,2010,6,0,0,0,0,0,1,NA
112312,2010,6,1,0,0,0,0,2,NA
112312,2010,6,1,0,0,0,0,99,NA
112394,2010,6,30,28,28,0,28,1,0.933333333333333
112394,2010,6,6,6,6,0,6,2,1
112394,2010,6,36,36,34,0,34,99,1
112446,2010,6,89,89,89,0,89,1,1
112446,2010,6,11,11,11,0,11,2,1
112446,2010,6,100,100,100,0,100,99,1
112570,2010,6,71,36,23,0,23,1,0.507042253521127
112570,2010,6,68,43,25,0,25,2,0.63235294117647
112570,2010,6,139,79,48,0,48,99,0.568345323741007
113582,2010,6,1,1,1,0,1,1,1
113582,2010,6,11,9,8,1,9,2,0.818181818181818
113582,2010,6,12,10,9,1,10,99,0.833333333333333
113607,2010,6,1640,1089,583,329,912,1,0.664024390243902
113607,2010,6,972,578,294,178,472,2,0.594650205761317
113607,2010,6,2612,1667,877,507,1384,99,0.638208269525268
113698,2010,6,694,360,82,0,82,1,0.518731988472622
113698,2010,6,1731,993,207,0,207,2,0.5736568457539
113698,2010,6,2425,1353,289,0,289,99,0.557938144329897
114354,2010,6,192,126,84,4,88,1,0.65625
114354,2010,6,1528,1025,693,29,722,2,0.670811518324607
114354,2010,6,1720,1151,777,33,810,99,0.669186046511628
114390,2010,6,33,19,15,1,16,1,0.575757575757576
114390,2010,6,401,283,206,7,213,2,0.70573566084788
114390,2010,6,434,302,221,8,229,99,0.695852534562212
114415,2010,6,38,27,11,1,12,1,0.710526315789474
114415,2010,6,435,306,193,6,199,2,0.703448275862069
114415,2010,6,473,333,204,7,211,99,0.704016913319239
114813,2010,6,421,303,76,2,78,1,0.719714964370546
114813,2010,6,601,470,158,5,163,2,0.782029950083195
114813,2010,6,1022,773,234,7,241,99,0.756360078277887
115409,2010,6,1974,312,95,0,95,1,0.158054711246201
115409,2010,6,744,325,101,0,101,2,0.436827956989247
115409,2010,6,2718,637,196,0,196,99,0.234363502575423
115454,2010,6,219,174,73,86,159,1,0.794520547945205
115454,2010,6,389,328,110,130,240,2,0.84318766066838
115454,2010,6,608,502,183,216,399,99,0.825657894736842
115472,2010,6,321,198,116,71,187,1,0.616822429906542
115472,2010,6,705,483,239,234,473,2,0.685106382978723
115472,2010,6,1026,681,355,305,660,99,0.66374269005848
115490,2010,6,213,188,68,87,155,1,0.882629107981221
115490,2010,6,398,354,103,131,234,2,0.889447236180904
115490,2010,6,611,542,171,218,389,99,0.887070376432079
115515,2010,6,282,236,69,98,167,1,0.836879432624113
115515,2010,6,441,368,104,147,251,2,0.834467120181406
115515,2010,6,723,604,173,245,418,99,0.835408022130014
115533,2010,6,225,198,85,97,182,1,0.88
115533,2010,6,556,483,127,145,272,2,0.868705035971223
115533,2010,6,781,681,212,242,454,99,0.871959026888604
115728,2010,6,161,137,38,0,38,1,0.850931677018634
115728,2010,6,382,321,96,1,97,2,0.840314136125654
115728,2010,6,543,458,134,1,135,99,0.843462246777164
115755,2010,6,4027,3303,600,21,621,1,0.820213558480258
115755,2010,6,5400,4621,745,21,766,2,0.855740740740741
115755,2010,6,9427,7924,1345,42,1387,99,0.840564336480322
116466,2010,6,489,194,163,31,194,1,0.396728016359918
116466,2010,6,122,46,37,9,46,2,0.377049180327869
116466,2010,6,611,240,200,40,240,99,0.392798690671031
116475,2010,6,179,99,81,18,99,1,0.553072625698324
116475,2010,6,43,17,13,4,17,2,0.395348837209302
116475,2010,6,222,116,94,22,116,99,0.522522522522523
116484,2010,6,264,114,96,18,114,1,0.431818181818182
116484,2010,6,96,26,21,5,26,2,0.270833333333333
116484,2010,6,360,140,117,23,140,99,0.388888888888889
116846,2010,6,47,33,15,0,15,1,0.702127659574468
116846,2010,6,67,65,30,1,31,2,0.970149253731343
116846,2010,6,114,98,45,1,46,99,0.859649122807018
117104,2010,6,46,31,19,2,21,1,0.673913043478261
117104,2010,6,53,34,26,1,27,2,0.641509433962264
117104,2010,6,99,65,45,3,48,99,0.656565656565657
117113,2010,6,538,220,133,69,202,1,0.408921933085502
117113,2010,6,499,138,95,34,129,2,0.276553106212425
117113,2010,6,1037,358,228,103,331,99,0.345226615236258
117140,2010,6,608,394,143,2,145,1,0.648026315789474
117140,2010,6,844,595,186,2,188,2,0.704976303317536
117140,2010,6,1452,989,329,4,333,99,0.681129476584022
117168,2010,6,126,67,18,0,18,1,0.531746031746032
117168,2010,6,168,95,37,1,38,2,0.56547619047619
117168,2010,6,294,162,55,1,56,99,0.551020408163265
117627,2010,6,792,423,164,19,183,1,0.534090909090909
117627,2010,6,1187,635,252,6,258,2,0.534962089300758
117627,2010,6,1979,1058,416,25,441,99,0.534613441131885
117751,2010,6,195,161,85,0,85,1,0.825641025641026
117751,2010,6,212,175,91,1,92,2,0.825471698113208
117751,2010,6,407,336,176,1,177,99,0.825552825552825
117928,2010,6,429,149,68,64,132,1,0.347319347319347
117928,2010,6,438,130,65,49,114,2,0.296803652968037
117928,2010,6,867,279,133,113,246,99,0.321799307958477
117946,2010,6,4009,2138,557,0,557,1,0.533300074831629
117946,2010,6,6183,3360,821,0,821,2,0.54342552159146
117946,2010,6,10192,5498,1378,0,1378,99,0.539442700156986
118541,2010,6,1230,553,200,0,200,1,0.449593495934959
118541,2010,6,1845,887,244,3,247,2,0.480758807588076
118541,2010,6,3075,1440,444,3,447,99,0.468292682926829
118693,2010,6,980,817,111,0,111,1,0.833673469387755
118693,2010,6,1126,528,42,0,42,2,0.468916518650089
118693,2010,6,2106,1492,153,0,153,99,0.708452041785375
118888,2010,6,0,0,0,0,0,1,NA
118888,2010,6,2129,1220,206,1,207,2,0.573038985439173
118888,2010,6,2129,1220,206,1,207,99,0.573038985439173
119173,2010,6,53,24,18,0,18,1,0.452830188679245
119173,2010,6,1746,1285,507,3,510,2,0.735967926689576
119173,2010,6,1799,1309,525,3,528,99,0.727626459143969
119270,2010,6,931,920,548,5,553,1,0.988184747583244
119270,2010,6,237,235,130,0,130,2,0.991561181434599
119270,2010,6,1168,1155,678,5,683,99,0.988869863013699
119368,2010,6,76,57,54,1,55,1,0.75
119368,2010,6,20,20,18,2,20,2,1
119368,2010,6,96,77,72,3,75,99,0.802083333333333
119465,2010,6,85,75,70,5,75,1,0.88235294117647
119465,2010,6,148,139,134,5,139,2,0.939189189189189
119465,2010,6,233,214,204,10,214,99,0.918454935622318
119544,2010,6,175,59,39,12,51,1,0.337142857142857
119544,2010,6,287,138,92,23,115,2,0.480836236933798
119544,2010,6,462,197,131,35,166,99,0.426406926406926
119775,2010,6,16,16,16,0,16,1,1
119775,2010,6,9,9,9,0,9,2,1
119775,2010,6,25,25,25,0,25,99,1
120069,2010,6,20,9,9,0,9,1,0.45
120069,2010,6,60,51,51,0,51,2,0.85
120069,2010,6,80,60,60,0,60,99,0.75
120078,2010,6,30,14,14,0,14,1,0.466666666666667
120078,2010,6,100,42,42,0,42,2,0.42
120078,2010,6,130,56,56,0,56,99,0.430769230769231
120087,2010,6,3,3,3,0,3,1,1
120087,2010,6,28,23,23,0,23,2,0.821428571428571
120087,2010,6,31,26,26,0,26,99,0.838709677419355
120184,2010,6,441,310,51,0,51,1,0.702947845804989
120184,2010,6,810,609,94,1,95,2,0.751851851851852
120184,2010,6,1251,919,145,1,146,99,0.734612310151878
120254,2010,6,2534,1029,253,0,253,1,0.406077348066298
120254,2010,6,3348,1437,320,0,320,2,0.42921146953405
120254,2010,6,5882,2466,573,0,573,99,0.419245154709283
120403,2010,6,476,231,52,0,52,1,0.485294117647059
120403,2010,6,1078,546,115,0,115,2,0.506493506493506
120403,2010,6,1554,777,167,0,167,99,0.5
120537,2010,6,172,97,36,18,54,1,0.563953488372093
120537,2010,6,272,142,43,15,58,2,0.522058823529412
120537,2010,6,444,239,79,33,112,99,0.538288288288288
120661,2010,6,70,70,70,0,70,1,1
120661,2010,6,198,198,198,0,198,2,1
120661,2010,6,268,268,268,0,268,99,1
120865,2010,6,736,334,165,1,166,1,0.453804347826087
120865,2010,6,1059,382,190,1,191,2,0.360717658168083
120865,2010,6,1795,716,355,2,357,99,0.398885793871866
120883,2010,6,8079,3174,428,0,428,1,0.392870404753064
120883,2010,6,11732,4370,581,1,582,2,0.372485509717013
120883,2010,6,19811,7544,1009,1,1010,99,0.380798546262178
121017,2010,6,6,6,0,6,6,1,1
121017,2010,6,179,179,58,121,179,2,1
121017,2010,6,185,185,58,127,185,99,1
121150,2010,6,3021,1101,288,1,289,1,0.364448857994042
121150,2010,6,4928,1335,339,0,339,2,0.270900974025974
121150,2010,6,7949,2436,627,1,628,99,0.306453641967543
121257,2010,6,1351,375,99,0,99,1,0.277572168763879
121257,2010,6,2461,603,169,0,169,2,0.245022348638765
121257,2010,6,3812,978,268,0,268,99,0.256558237145855
121309,2010,6,1143,714,228,1,229,1,0.624671916010499
121309,2010,6,2368,1215,360,0,360,2,0.513091216216216
121309,2010,6,3511,1929,588,1,589,99,0.549416120763315
121345,2010,6,2573,469,184,0,184,1,0.182277497085115
121345,2010,6,4191,528,217,0,217,2,0.125984251968504
121345,2010,6,6764,997,401,0,401,99,0.147397989355411
121691,2010,6,1693,1040,289,0,289,1,0.614294152392203
121691,2010,6,1894,1347,357,1,358,2,0.711193241816262
121691,2010,6,3587,2387,646,1,647,99,0.665458600501812
122366,2010,6,74,66,61,5,66,1,0.891891891891892
122366,2010,6,0,0,0,0,0,2,NA
122366,2010,6,74,66,61,5,66,99,0.891891891891892
122409,2010,6,17754,6088,1398,391,1789,1,0.34290864030641
122409,2010,6,24107,9135,1843,591,2434,2,0.378935578877504
122409,2010,6,41861,15223,3241,982,4223,99,0.363655908841165
122436,2010,6,5021,2488,487,1,488,1,0.495518820952002
122436,2010,6,7120,3739,662,0,662,2,0.525140449438202
122436,2010,6,12141,6227,1149,1,1150,99,0.512890206737501
122454,2010,6,192,184,34,0,34,1,0.958333333333333
122454,2010,6,379,263,38,0,38,2,0.693931398416887
122454,2010,6,571,549,72,0,72,99,0.961471103327496
122506,2010,6,363,147,17,0,17,1,0.40495867768595
122506,2010,6,572,197,24,0,24,2,0.344405594405594
122506,2010,6,935,344,41,0,41,99,0.367914438502674
122597,2010,6,10096,6856,1358,80,1438,1,0.679080824088748
122597,2010,6,18167,13609,2497,97,2594,2,0.749105520999615
122597,2010,6,28263,20465,3855,177,4032,99,0.724091568481761
122612,2010,6,3324,2196,422,3,425,1,0.660649819494585
122612,2010,6,5855,4017,750,1,751,2,0.686080273270709
122612,2010,6,9179,6213,1172,4,1176,99,0.676871118858263
122728,2010,6,134,82,35,0,35,1,0.611940298507463
122728,2010,6,226,95,81,1,82,2,0.420353982300885
122728,2010,6,360,177,116,1,117,99,0.491666666666667
122755,2010,6,10245,7327,1248,65,1313,1,0.71517813567594
122755,2010,6,11588,8923,1373,78,1451,2,0.770020711080428
122755,2010,6,21833,16250,2621,143,2764,99,0.744286172307974
122931,2010,6,4427,2673,512,0,512,1,0.603794894962729
122931,2010,6,5799,3384,573,0,573,2,0.583548887739265
122931,2010,6,10226,6057,1085,0,1085,99,0.592313710150597
123165,2010,6,0,0,0,0,NA,1,NA
123165,2010,6,2097,820,262,1,263,2,0.39103481163567
123165,2010,6,2097,820,262,1,263,99,0.39103481163567
123208,2010,6,524,460,460,0,460,1,0.877862595419847
123208,2010,6,36,33,33,0,33,2,0.916666666666667
123208,2010,6,560,493,493,0,493,99,0.880357142857143
123280,2010,6,10,8,6,2,8,1,0.8
123280,2010,6,5,4,3,0,3,2,0.8
123280,2010,6,15,12,9,2,11,99,0.8
123350,2010,6,NA,NA,NA,NA,0,1,NA
123350,2010,6,NA,NA,NA,NA,0,2,NA
123350,2010,6,NA,NA,NA,NA,0,99,NA
123457,2010,6,192,116,52,1,53,1,0.604166666666667
123457,2010,6,338,229,116,0,116,2,0.677514792899408
123457,2010,6,530,345,168,1,169,99,0.650943396226415
123554,2010,6,1488,1060,273,0,273,1,0.71236559139785
123554,2010,6,2345,1822,422,0,422,2,0.776972281449893
123554,2010,6,3833,2882,695,0,695,99,0.751891468823376
123572,2010,6,4111,3024,512,10,522,1,0.735587448309414
123572,2010,6,7134,5666,953,13,966,2,0.794224838800112
123572,2010,6,11245,8690,1465,23,1488,99,0.772787905735883
123651,2010,6,304,240,102,1,103,1,0.789473684210526
123651,2010,6,691,546,235,1,236,2,0.79015918958031806
123651,2010,6,995,786,337,2,339,99,0.789949748743719
123679,2010,6,69,69,69,0,69,1,1
123679,2010,6,171,171,171,0,171,2,1
123679,2010,6,240,240,240,0,240,99,1
123961,2010,6,16617,4029,1350,0,1350,1,0.242462538364326
123961,2010,6,19177,4686,1622,0,1622,2,0.244355217187256
123961,2010,6,35794,8715,2972,0,2972,99,0.243476560317372
124292,2010,6,84,70,44,0,44,1,0.833333333333333
124292,2010,6,78,58,43,0,43,2,0.743589743589744
124292,2010,6,162,128,87,0,87,99,0.790123456790123
124487,2010,6,52,29,12,12,24,1,0.557692307692308
124487,2010,6,37,16,2,10,12,2,0.432432432432432
124487,2010,6,89,45,14,22,36,99,0.50561797752809
124706,2010,6,82,82,82,0,82,1,1
124706,2010,6,175,175,175,0,175,2,1
124706,2010,6,257,257,257,0,257,99,1
124937,2010,6,77,77,77,0,77,1,1
124937,2010,6,148,148,148,0,148,2,1
124937,2010,6,225,225,225,0,225,99,1
